;0;0
садовладельчески;16;2,9
гетероциклически;16;2,11
домовладельчески;16;9
каракулеводчески;16;10
космополитически;16;11
садовладельческие;17;2,9
садовладельческо;16;2,9
гетероциклическо;16;2,11
домовладельческо;16;9
каракулеводческо;16;10
космополитическо;16;11
садовладельческого;18;2,9
гетероциклического;18;2,11
домовладельческого;18;9
каракулеводческого;18;10
космополитического;18;11
садовладельческое;17;2,9
гетероциклическое;17;2,11
домовладельческое;17;9
каракулеводческое;17;10
космополитическое;17;11
садовладельческий;17;2,9
гетероциклический;17;2,11
домовладельческий;17;9
каракулеводческий;17;10
космополитический;17;11
римско-католическ;17;2,13
электроакустическ;17;3,13
идолопоклонническ;17;10
римско-католическа;18;2,13
электроакустическа;18;3,13
идолопоклонническа;18;10
идолопоклонничеств;18;10
национал-социалиста;19;7,16
идолопоклонничества;19;10
национал-социалистам;20;7,16
идолопоклонничествам;20;10
национал-социалистами;21;7,16
идолопоклонничествами;21;10
садовладельческими;18;2,9
монометаллическими;18;2,11
идолопоклоннически;18;10
космополитическими;18;11
идолопоклоннического;20;10
национал-социалистах;20;7,16
идолопоклонничествах;20;10
пошестидесятилетнее;19;7,15
национал-социалисте;19;7,16
идолопоклонническое;19;10
пошестидесятилетней;19;7,15
идолопоклоннический;19;10
идолопоклонническим;19;10
идолопоклонническими;20;10
идолопоклонническому;20;10
идолопоклоннических;19;10
идолопоклонническою;19;10
римско-католическая;19;2,13
электроакустическая;19;3,13
идолопоклонническая;19;10
идолопоклонническо;18;10
садовладельческим;17;2,9
гетероциклическим;17;2,11
домовладельческим;17;9
каракулеводческим;17;10
космополитическим;17;11
противоизлучением;17;13
идолопоклонничество;19;10
идолопоклонничеством;20;10
идолопоклонничеству;19;10
гетероциклическими;18;2,11
римско-католически;18;2,13
электроакустически;18;3,13
домовладельческими;18;9
низкопоклоннически;18;10
электролитическими;18;11
римско-католическое;19;2,13
электроакустическое;19;3,13
